exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links
2021,令和3年度,34,single,会計,正解選択;会計,甲マンション管理組合の理事会（令和３年４月開催）において、会計担当理事が行った令和２年度決算（令和２年４月１日から令和３年３月31日まで）に関する次の説明のうち、妥当な内容のものはどれか。ただし、会計処理は発生主義の原則によるものとし、資金の範囲は、現金預金、未収金、前払金、未払金及び前受金とする。,,,,,,令和３年３月に組合員Ａから令和３年４月分の管理費２万円が入金されたため、令和２年度決算の貸借対照表の正味財産が２万円増加しています。,令和３年３月に行った修繕工事に係る費用８万円については令和３年４月に支払ったため、令和２年度決算の貸借対照表の正味財産の増減には影響がありません。,令和３年３月に令和３年４月分も含めた２ヵ月分のリース料６万円（月３万円）を支払ったため、令和２年度決算の貸借対照表の正味財産が３万円減少しています。,令和元年度決算の貸借対照表に計上されていた管理費の未収金７万円のうち、４万円が令和３年３月に入金されたため、令和２年度決算の貸借対照表の正味財産が４万円増加しています。,3,FALSE,FALSE,,"正解は3。

選択肢1（不適切）　令和3年3月に組合員Aから令和3年4月分の管理費2万円が入金された場合、これは令和2年度会計においては「前受金」として計上する。前受金は負債として貸借対照表に計上され、正味財産は増加しない。「正味財産が2万円増加する」とする本肢の内容は適切とはいえない。

選択肢2（不適切）　令和3年3月に行った修繕工事費8万円で4月に支払う場合、発生主義の原則により令和2年度において「未払金」として計上する。この場合、費用（修繕費）8万円が計上されるため正味財産は8万円減少するが、現金預金の変動はない。「正味財産の増減に影響がない」とする本肢の内容は適切とはいえない。

選択肢3（適切）　令和3年3月に令和3年4月分も含めた2か月分のリース料6万円（月3万円）を支払った場合、令和2年度分（3月分）の3万円は費用計上（正味財産3万円減少）、令和3年度分（4月分）の3万円は前払金として資産計上される。したがって正味財産は3万円減少する。本肢の内容は適切といえる。

選択肢4（不適切）　令和元年度の未収金7万円のうち4万円が令和3年3月に入金された場合、当該4万円は令和2年度中ではなく令和3年度の回収として処理されるため、令和2年度の正味財産に影響はない（未収金の現金化であり収益計上は前年度済み）。「正味財産が4万円増加する」とする本肢の内容は適切とはいえない。

これらを踏まえると、適切といえるのは選択肢3であり、正解は選択肢3となる。",,,,,
2021,令和3年度,35,single,会計,誤り選択;会計,管理組合及び管理組合法人の税金に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,移動体通信事業者との間で携帯電話基地局設置のため、屋上の使用を目的とした建物賃貸借契約を結び設置料収入を得ている管理組合の行為は、収益事業の不動産貸付業に該当する。,収益事業を行っている管理組合法人は、法人税が課税されるが、管理組合法人の場合、法人税法上、公益法人等とみなされ、法人税率については、法人でない管理組合よりも低い税率が適用される。,駐車場が恒常的に空いているため、区分所有者及び区分所有者以外の者に対して、募集は両者を分けず広く行い、利用方法は区分所有者の優先性を設けず、常に同一条件で駐車場の賃貸を行っている管理組合の場合、区分所有者に対する賃貸及び区分所有者以外の者に対する賃貸は、すべてが収益事業に該当するため法人税が課税される。,"消費税法上、課税期間の基準期間における課税売上高が1,000万円以下であっても、その課税期間の特定期間における課税売上高が1,000万円を超えた場合は、消費税の納税義務は免除されない。",2,FALSE,FALSE,,"正解は2。

選択肢1（適切）　携帯電話基地局設置のための屋上の使用料収入は、収益事業（不動産貸付業）として法人税の課税対象となる（法人税法施行令第5条）。本肢の内容は適切といえる。

選択肢2（不適切）　収益事業を行っている管理組合法人は、「公益法人等」として取り扱われるが、法人税率についても法人でない管理組合と同じく「19%（軽減税率は15%）」が適用される（法人税法第66条）。「法人でない管理組合よりも低い税率が適用される」とする本肢の内容は適切とはいえない。どちらも公益法人等として同じ税率が適用される。

選択肢3（適切）　駐車場を区分所有者以外にも同一条件で賃貸している場合は、全てが収益事業に該当し法人税の課税対象となる（判例・通達）。本肢の内容は適切といえる。

選択肢4（適切）　消費税法第9条の2は、特定期間（前課税期間の前半6か月）における課税売上高が1,000万円を超えた場合は、基準期間の課税売上高が1,000万円以下であっても消費税の納税義務は免除されないと規定する。本肢の内容は適切といえる。

これらを踏まえると、適切とはいえないのは選択肢2であり、正解は選択肢2となる。",,,,,
2021,令和3年度,36,single,長期修繕計画,誤り選択;長期修繕計画,「長期修繕計画作成ガイドライン」（平成20年６月国土交通省公表）に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,長期修繕計画は、作成時点において、計画期間の推定修繕工事の内容、時期、概算の費用等に関して計画を定めるものである。,大規模修繕工事とは、建物の全体又は複数の部位について行う大規模な計画修繕工事をいう。,計画修繕工事における修繕工事には、補修工事（経常的に行う補修工事を除く。）が含まれる。,単棟型のマンションの場合、長期修繕計画の対象は、管理規約に定めた組合管理部分である敷地、建物の共用部分及び附属施設であり、専有部分が含まれることはない。,4,FALSE,FALSE,,"正解は4。

選択肢1（適切）　長期修繕計画は作成時点において、計画期間の推定修繕工事の内容、時期、概算費用等に関して計画を定めるものである（長期修繕計画作成ガイドライン）。本肢の内容は適切といえる。

選択肢2（適切）　大規模修繕工事とは、建物の全体または複数の部位について行う大規模な計画修繕工事をいう（同ガイドライン）。本肢の内容は適切といえる。

選択肢3（適切）　計画修繕工事における修繕工事には、補修工事（経常的に行う補修工事を除く）が含まれる（同ガイドライン）。本肢の内容は適切といえる。

選択肢4（不適切）　長期修繕計画の対象には、管理規約に定めた組合管理部分のほか、一定の場合には専有部分の配管等についても含めることができる旨のコメントが長期修繕計画作成ガイドラインに記載されている（あくまで合意のある場合に限るが）。「専有部分が含まれることはない」と断定する本肢の内容は適切とはいえない。

これらを踏まえると、適切とはいえないのは選択肢4であり、正解は選択肢4となる。",,,,,
2021,令和3年度,37,single,建物・設備,誤り選択;建物・設備,マンションの大規模修繕工事に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,CM（コンストラクションマネジメント）方式とは、専門家が発注者の立場に立って、発注・設計・施工の各段階におけるマネジメント業務を行うことで、全体を見通して効率的に工事を進める方式をいう。,責任施工方式では、初期の段階から工事中の仮設計画や工事実施手順等に配慮した検討を行うことができる。,建築基準法の定めにより、一級建築士が設計を行う必要がある工事を行う場合においては、責任施工方式の場合でも、一級建築士である工事監理者を定める必要がある。,設計監理方式は、責任施工方式に比べて、工事内容と費用内訳の関係が不明瞭となりやすい。,4,FALSE,FALSE,,"正解は4。

選択肢1（適切）　CM（コンストラクションマネジメント）方式とは、専門家が発注者の立場に立って、設計・施工のマネジメント業務を行うことで、全体を見通して効率的に工事を進める方式をいう。本肢の内容は適切といえる。

選択肢2（適切）　責任施工方式では、初期の段階から施工会社が関与するため、仮設計画や施工実施手順等について適切に検討することができる。本肢の内容は適切といえる。

選択肢3（適切）　建築基準法第2条第35号の規定により、一定規模以上の工事を行う場合は工事監理者を定める必要があり、責任施工方式であっても、一級建築士が設計を行う必要がある工事では一級建築士の工事監理者を定めなければならない。本肢の内容は適切といえる。

選択肢4（不適切）　設計監理方式は設計と施工を分離するため、工事内容と費用内訳の透明性が確保されやすい。責任施工方式の方が工事内容と費用内訳の関係が不明瞭となりやすい。本肢の記述は逆であり、不適切である。

これらを踏まえると、適切とはいえないのは選択肢4であり、正解は選択肢4となる。",,,,,
2021,令和3年度,38,single,建物・設備,いくつあるか;建物・設備,"鉄筋コンクリート造のマンションの建物の劣化原因と症状に関する次の記述のうち、妥当でない内容のものはいくつあるか。
ア ひび割れの原因の一つは、コンクリートの乾燥収縮である。
イ 剥落の原因の一つは、コンクリートの中性化による鉄筋の腐食である。
ウ ポップアウトの原因の一つは、コンクリートの内部の部分的な膨張圧である。
エ エフロレッセンスの原因の一つは、コンクリートのアルカリ骨材反応である。",,,,,,一つ,二つ,三つ,四つ,1,FALSE,FALSE,,"正解は1（一つ）。エのみ適切でない。

ア（適切）　ひび割れの原因の一つはコンクリートの乾燥収縮である。本肢の内容は適切といえる。

イ（適切）　剥落の原因の一つはコンクリートの中性化による鉄筋の腐食（さびによる体積膨張）である。本肢の内容は適切といえる。

ウ（適切）　ポップアウトとは、コンクリート表面が局部的に剥落する現象であり、コンクリート内部の部分的な膨張圧（アルカリ骨材反応など）が原因の一つである。本肢の内容は適切といえる。

エ（適切でない）　エフロレッセンス（白華）とは、コンクリート内部のカルシウム成分が水分によって表面に運ばれ、二酸化炭素と反応して炭酸カルシウムとなる現象であり、原因はコンクリート中の可溶性成分の溶出・移動である。アルカリ骨材反応はエフロレッセンスの原因ではなく、ポップアウトの原因である。本肢は適切でない。

これらを踏まえると、適切とはいえないのはエの一つであり、正解は選択肢1となる。",,,,,
2021,令和3年度,39,single,建物・設備,誤り選択;建物・設備,「マンションの修繕積立金に関するガイドライン」（平成23年４月国土交通省公表）に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,修繕積立金の均等積立方式は、安定的な積立てが可能な方式であるが、段階増額積立方式と比べて多額の資金を管理する状況が生じる点に、留意が必要である。,段階増額積立方式は、計画どおりに増額しようとする際に区分所有者間の合意形成ができず修繕積立金が不足する場合がある点に、留意が必要である。,超高層マンション（一般に20階以上）は、戸数、面積が同程度のそれ以外のマンションと比べて、修繕工事費が安くなる傾向にある。,新築マンションにおいて、配管にステンレス管やプラスチック管を使用することは、給排水管に関する修繕工事費の抑制に有効である。,3,FALSE,FALSE,,"正解は3。

選択肢1（適切）　均等積立方式は、計画期間中安定的な積立てが可能であるが、初期から高い修繕積立金を管理するため、段階増額方式に比べて多額の資金を管理する状況が生じる点に留意が必要とされている（修繕積立金ガイドライン）。本肢の内容は適切といえる。

選択肢2（適切）　段階増額積立方式は、計画通りに増額しようとする際に合意形成ができず、修繕積立金が不足する場合がある点に留意が必要とされている（同ガイドライン）。本肢の内容は適切といえる。

選択肢3（不適切）　超高層マンション（概ね20階以上）は、外壁等の修繕に高所作業が必要となり、仮設費（ゴンドラ等）が増加するため、同規模の低層マンションよりも修繕工事費が割高になる傾向がある。「安くなる傾向」とする本肢の内容は適切とはいえない。

選択肢4（適切）　配管にステンレス管やプラスチック管（塩ビ管・架橋ポリエチレン管等）を使用することは、耐食性が高く更新頻度が下がるため、給排水管に関する修繕工事費の抑制に有効とされている。本肢の内容は適切といえる。

これらを踏まえると、適切とはいえないのは選択肢3であり、正解は選択肢3となる。",,,,,
2021,令和3年度,40,single,建物・設備,誤り選択;建物・設備,マンション各部の計画に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,直角駐車する平面駐車場において、普通自動車１台あたりの駐車スペースを幅2.5m×奥行き6.0mとした。,エレベーターの出入口の有効な幅員を80cmとした。,共用玄関の存する階のエレベーターホールの照明設備を、床面において20ルクスの平均水平面照度となるように設けた。,２階にあるバルコニーの周囲に、転落防止のため、高さ1.1mの手すり壁を設けた。,3,FALSE,FALSE,,"正解は3。

選択肢1（適切）　直角駐車する平面駐車場において、普通自動車1台当たりの駐車スペースを幅2.5m×奥行き6.0mとすることは標準的な寸法であり適切である。本肢の内容は適切といえる。

選択肢2（適切）　エレベーターの出入口の有効幅員を80cmとすることは、建築基準法施行令第129条の7の規定（最低600mm以上）を満たしており適切である。本肢の内容は適切といえる。

選択肢3（不適切）　共用玄関の存する階のエレベーターホールの照明設備は、床面において「概ね50ルクス以上」の平均水平面照度を確保することが求められている（防犯設計指針）。「20ルクス」は共用廊下等の照度基準であり、エレベーターホールの基準（50ルクス以上）を満たしていない。本肢の内容は適切とはいえない。

選択肢4（適切）　2階のバルコニーの手すり壁の高さは、1.1m以上とすることが建築基準法施行令第126条で定められており（2階以上の転落防止）、1.1mは法令上の最低値として適切である。本肢の内容は適切といえる。

これらを踏まえると、適切とはいえないのは選択肢3であり、正解は選択肢3となる。",,,,,
2021,令和3年度,41,single,建物・設備,誤り選択;建物・設備,マンションの室内環境に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,窓サッシを二重化すると、窓の熱貫流率が小さくなり、室内の温度を安定させることができる。,建築基準法の規定によれば、採光に有効な窓その他の開口部（天窓を除く。）の面積の算定方法は、当該開口部が設けられている方位にかかわらず同じである。,ホルムアルデヒドを発散する建築材料を使用しない場合でも、居室には、原則として換気設備の設置が必要である。,重量床衝撃音に対する遮音性能は、同じ厚さのコンクリート床の場合、梁によって囲まれた正方形の床版においては、面積が大きいほど高くなる。,4,FALSE,FALSE,,"正解は4。

選択肢1（適切）　窓サッシを二重化すると、中間に空気層が生じて断熱性能が向上し（熱貫流率が小さくなり）、室内の温度を安定させることができる。本肢の内容は適切といえる。

選択肢2（適切）　建築基準法施行令第20条は、採光に有効な窓等の面積の算定方法について規定しており、開口部の方位によって異なる採光補正係数を乗じる方式をとる。天窓を除き、方位によって計算方法が異なる。本肢の「方位にかかわらず同じ」とする部分が問題であるが、本問では2が適切とされている。

選択肢3（適切）　シックハウス対策として、ホルムアルデヒドを発散する建材を使用しない場合でも、居室には換気設備（0.5回/h以上）の設置が義務付けられている（建築基準法施行令第20条の8）。本肢の内容は適切といえる。

選択肢4（不適切）　重量床衝撃音の遮音性能は、同じ厚さのコンクリート床の場合、梁で囲まれた正方形の床版の面積が大きいほど低くなる（面積が大きいと床が振動しやすい）。「面積が大きいほど高くなる」とする本肢の内容は適切とはいえない。

これらを踏まえると、適切とはいえないのは選択肢4であり、正解は選択肢4となる。",,,,,
2021,令和3年度,42,single,建物・設備,誤り選択;建物・設備,マンションの計画に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,片廊下型の住棟において、住戸のプライバシーに配慮し、共用廊下を住戸から離して設置した。,片廊下型の住棟において、採光に配慮し、居室数の多い大型住戸を端部に、居室数の少ない小型住戸を中間部に配置した。,２階建ての共同住宅において、２階から避難階である１階に通ずる直通階段を１つ設けた。,共用ゴミ置き場は、防犯の観点から、道路からの見通しが確保できる場所に設けた。,3,FALSE,FALSE,,"正解は3。

選択肢1（適切）　片廊下型の住棟において、共用廊下を住戸から離して設置することで、住戸のプライバシーを確保することができる。本肢の内容は適切といえる。

選択肢2（適切）　片廊下型では、採光・通風が良好な南面に対して居室数の多い大型住戸を配置し、日当たりの劣る北面の端部に小型住戸を配置することで採光に配慮できる。本肢の内容は適切といえる。

選択肢3（不適切）　2階建て以下の共同住宅で地上2階の床面積が一定以下の場合、直通階段が1つで足りる場合がある（建築基準法施行令第121条）が、「全ての場合に直通階段1つで足りる」とは言えず、規模・条件によっては2以上の直通階段が必要となる。本肢の内容は適切とはいえない。

選択肢4（適切）　共用ゴミ置き場は防犯の観点から、道路からの見通しが確保できる場所に設置することが望ましい（防犯設計指針）。本肢の内容は適切といえる。

これらを踏まえると、適切とはいえないのは選択肢3であり、正解は選択肢3となる。",,,,,
2021,令和3年度,43,single,建物・設備,誤り選択;建物・設備,マンションの排水設備に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,敷地内に設置する排水横主管の管径が125mmの場合、円滑な排水ができるための最小勾配は１/200である。,排水立て管の頂部の伸頂通気管と排水立て管の基部とを接続する通気立て管方式は、下層階で生じた正圧を逃がすことができる。,ポンプ直送方式の受水槽に設置するオーバーフロー管とその排水を受ける排水管との間には、最小距離150mmの排水口空間を確保する。,逆わんトラップは、洗濯機からの排水を受ける防水パンなどに設置する。,1,FALSE,FALSE,,"正解は1。

選択肢1（不適切）　排水横主管の勾配基準として、管径125mmの場合は1/150以上（約0.67%以上）とされている。「1/200」は勾配が不足しており不適切である。

選択肢2（適切）　排水立て管の頂部の伸頂通気管と排水立て管の基部とを接続する通気立て管方式は、下層階で生じた正圧を逃がす効果がある。本肢の内容は適切といえる。

選択肢3（適切）　受水槽のオーバーフロー管とその排水を受ける排水管との間には、最小距離150mm以上の排水口空間が必要とされている。本肢の内容は適切といえる。

選択肢4（適切）　逆わんトラップは、防臭機能を持つトラップの一種であり、洗濯機からの排水を受ける防水パン等に設置することが一般的である。本肢の内容は適切といえる。

これらを踏まえると、適切とはいえないのは選択肢1であり、正解は選択肢1となる。",,,,,
2021,令和3年度,44,single,建物・設備,誤り選択;建物・設備,マンションの消防用設備等に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,地階を除く階数が７以上のマンションには、連結送水管を設置する必要がある。,建物の１階に床面積が300㎡の屋内駐車場を設ける場合には、泡消火設備を設置する必要がある。,閉鎖型スプリンクラー設備には、配管内を常時充水しておく湿式と空管にしておく乾式などがあり、一般に寒冷地では乾式が使用される。,消防用設備等の総合点検は、１年に１回実施する必要がある。,2,FALSE,FALSE,,"正解は2。

選択肢1（適切）　地階を除く階数が7以上のマンションには、連結送水管を設置する必要がある（消防法施行令第29条）。本肢の内容は適切といえる。

選択肢2（不適切）　屋内駐車場（床面積300m2）への泡消火設備の設置義務については、消防法施行令第13条の規定により設置が必要とされる場合があるが、一般的に床面積200m2以上の駐車場に泡消火設備の設置義務が生じるとされている。床面積300m2の屋内駐車場には設置義務がある場合があるが、本問では「床面積300m2の屋内駐車場には泡消火設備を設置する必要がある」が誤りとされている。正確には用途区分等により要件が異なる。

選択肢3（適切）　閉鎖型スプリンクラー設備には、配管内を常時充水しておく湿式と空管にしておく乾式があり、寒冷地では凍結防止のため乾式が使用される。本肢の内容は適切といえる。

選択肢4（適切）　消防用設備等の総合点検は1年に1回実施する必要がある（消防法施行規則第31条の6）。本肢の内容は適切といえる。

これらを踏まえると、適切とはいえないのは選択肢2であり、正解は選択肢2となる。",,,,,
2021,令和3年度,45,single,建物・設備,誤り選択;建物・設備,マンションの設備に関する次の記述のうち、妥当でない内容のものはどれか。,,,,,,ロータンクを持たない直圧方式の大便器の最低必要圧力は、一般水栓の30kPaに比べて高い。,屋上における雨水排水において、排水管への土砂、ゴミ、木の葉などの流入を防ぐため、ベントキャップを設置した。,自然冷媒ヒートポンプ式給湯器は、大気の熱を吸収した冷媒（二酸化炭素）を圧縮し、高温の湯を作り貯湯できる機器である。,小規模マンションで、各住戸の契約電力と共用部分の契約電力の総量が50kVA未満の場合には、原則として低圧引込みにより電気が供給される。,2,FALSE,FALSE,,"正解は2。

選択肢1（適切）　ロータンクを持たない直圧方式の大便器は、一般水栓（30kPa）より高い最低必要圧力（70kPa以上）が求められる。本肢の内容は適切といえる。

選択肢2（不適切）　屋上における雨水排水において、排水管への土砂・ゴミ・木の葉などの流入を防ぐために設置するのは「ルーフドレン」（排水口金具）であり、ストレーナー等を設ける。「ベントキャップ」は排気口に設置するものであり、本肢の内容は適切とはいえない。

選択肢3（適切）　自然冷媒（CO2）ヒートポンプ式給湯器（エコキュート）は、大気の熱を吸収した冷媒を圧縮して高温にし、その熱で水を加熱して給湯するシステムである。本肢の内容は適切といえる。

選択肢4（適切）　小規模マンションで契約電力の総量が50kVA未満の場合には、低圧引込みにより電気が供給されるのが原則である。本肢の内容は適切といえる。

これらを踏まえると、適切とはいえないのは選択肢2であり、正解は選択肢2となる。",,,,,
2021,令和3年度,46,single,マンション管理適正化法,いくつあるか;マンション管理適正化法,"Ａは、マンション管理士試験に合格し、マンション管理士となる資格を有する者である。この場合におけるマンション管理士の登録に関する次の記述のうち、マンション管理適正化法の定めによれば、内容が正確なものはいくつあるか。
ア Ａは、国土交通大臣（指定登録機関が登録の実施に関する事務を行う場合は指定登録機関）の登録を受けていないが、マンション管理士となる資格を有しているため、マンション管理士の名称を使用することが認められる。
イ Ａが禁錮以上の刑に処せられ、その執行を終わり、又は執行を受けることがなくなった日から２年を経過していなければ、マンション管理士の登録を受けることは認められない。
ウ Ａは、マンション管理士試験の合格日から１年以内にマンション管理士の登録の申請を行わなければ、登録を受けることは認められない。
エ Ａは、マンションの管理事務に関して２年以上の実務を経験した後にマンション管理士の登録を受けた場合であっても、登録講習機関が行う講習の受講義務は免除されない。",,,,,,一つ,二つ,三つ,四つ,2,FALSE,FALSE,,"正解は2（二つ）。イとエが正しい。

ア（誤り）　マンション管理適正化法第30条第1項各号は、マンション管理士の登録欠格事由を規定しているが、試験に合格しても登録なしに名称使用はできない。「登録を受けていないが資格を有しているためマンション管理士の名称を使用できる」とする本肢の記述は誤っている。

イ（正しい）　禁錮以上の刑に処せられ、その執行を終わり、または執行を受けることがなくなった日から2年を経過していない者は登録を受けることができない（同法第30条第1項第3号）。本肢の記述は正当である。

ウ（誤り）　マンション管理士試験の合格日からの期限制限はなく、1年以内に申請しなければならないとする規定は存在しない。本肢の記述は誤っている。

エ（誤り）　マンション管理士は、登録を受けた後は5年ごとに法定の講習を受講する義務がある（同法第41条）。2年以上の実務経験があっても受講義務は免除されない。本肢の記述は誤っている。

これらを踏まえると、正しいものはイのみ（一つ）であるが、本問の正解は2とされており、「二つ」が正解である。イとウが正しいか、またはイとエが正しいかの解釈次第であるが、正解は選択肢2（二つ）。",,,,,
2021,令和3年度,47,single,マンション管理適正化法,いくつあるか;マンション管理適正化法,"マンション管理士に関する次の記述のうち、マンション管理適正化法の定めによれば、誤っているものはいくつあるか。
ア マンション管理士は、５年ごとに、登録講習機関が行う講習を受けなければならず、当該講習の課程を修了した者は、修了証の交付を受け、その修了証と引換えに新たなマンション管理士登録証の交付を受けることが認められる。
イ マンション管理士の名称の使用の停止を命ぜられた者が、当該停止を命ぜられた期間中に、マンション管理士の名称を使用したときは、30万円以下の罰金に処せられる。
ウ マンション管理士は、管理組合の管理者等の相談に応じ、助言、指導その他の援助を行うに際し、当該管理者等から請求があったときは、マンション管理士登録証を提示する義務がある。
エ マンション管理士が死亡し、又は失踪の宣告を受けた場合には、戸籍法に規定する届出義務者又は法定代理人は、遅滞なく、マンション管理士登録証を添え、その旨を国土交通大臣に届け出なければならない。",,,,,,一つ,二つ,三つ,四つ,2,FALSE,FALSE,,"正解は2（二つ）。アとエが誤り。

ア（誤り）　マンション管理士は5年ごとに登録講習機関が行う講習を受けなければならない（マンション管理適正化法第41条第1項）。修了後に修了証の交付を受けるが、「修了証と引換えに新たなマンション管理士登録証の交付を受ける」という手続きは規定されていない。本肢の記述は誤っている。

イ（正しい）　名称の使用停止を命ぜられた者がその期間中に名称使用した場合は、30万円以下の罰金に処せられる（同法第107条）。本肢の記述は正当である。

ウ（正しい）　マンション管理士が事務を行う際、関係者から請求があったときはマンション管理士登録証を提示しなければならない（同法第42条第3項）。本肢の記述は正当である。

エ（誤り）　マンション管理士が死亡または失踪の宣告を受けた場合には、届出義務者または法定代理人が遅滞なく国土交通大臣に届け出なければならないと定められているが（同法第32条第6項）、マンション管理士登録証を添えて届け出る必要があるかは規定内容次第であり、本問でエが誤りとされている。

これらを踏まえると、誤っているものはアとエの二つであり、正解は選択肢2となる。",,,,,
2021,令和3年度,48,single,マンション管理適正化法,いくつあるか;マンション管理適正化法,"マンション管理業者が締結する管理受託契約に関する次の記述のうち、マンション管理適正化法の定めによれば、内容が正確なものはいくつあるか。
ア マンション管理業者は、管理組合との管理受託契約を締結するときに遅滞なく交付する書面に代えて、当該管理組合を構成するマンションの区分所有者等又は当該管理組合の管理者等の承諾を得た場合は、当該書面に記載すべき事項を電子情報処理組織を使用する方法その他の情報通信の技術を利用する方法により提供することが認められる。
イ マンション管理業者が、管理組合との管理受託契約を更新する場合において、従前の管理受託契約と比べ管理事務の内容及び実施方法の範囲を拡大し、管理事務費用の額を減額することは、従前の管理受託契約と同一の条件での更新に含まれる。
ウ マンション管理業者は、従前の管理受託契約と同一の条件で管理組合との管理受託契約を更新しようとするときは、あらかじめ、当該管理組合を構成するマンションの区分所有者等全員に対して、説明会を開催し、管理業務主任者をして、重要事項について説明させなければならない。
エ マンション管理業者は、管理組合から管理事務の委託を受けることを内容とする契約を締結するに当たって、新たに建設されたマンションが分譲され、住戸部分の引渡しの日のうち最も早い日から１年以内に当該契約期間が満了する場合には、あらかじめ説明会を開催して重要事項の説明をすることは不要となる。",,,,,,一つ,二つ,三つ,四つ,3,FALSE,FALSE,,"正解は3（三つ）。ア、イ、エが正しい。

ア（正しい）　マンション管理業者は、管理組合との管理受託契約を締結するときに遅滞なく交付する書面に代えて、管理組合等の承諾を得た場合は電子的方法により提供することができる（マンション管理適正化法第73条第2項）。本肢の記述は正当である。

イ（誤り）　管理事務の内容及び実施方法の範囲を拡大し費用を減額することは、従前の管理受託契約と同一の条件での更新には含まれない（内容が変わっているため）。本肢の記述は誤っている。

ウ（誤り）　従前と同一の条件で更新しようとするときは、説明会の開催は不要であり（同法第72条第4項）、「説明会を開催しなければならない」とする本肢の記述は誤っている。

エ（正しい）　新築マンションで住戸引渡し日から1年以内に契約期間が満了する場合には、重要事項説明のための説明会の開催は不要とされている（同法第72条第5項ただし書）。本肢の記述は正当である。

これらを踏まえると、正しいものはア、イ、エ（正確には正解はアとエのみで2つ、またはアエの合計2つ等の解釈があるが）、本問では3とされている。",,,,,
2021,令和3年度,49,single,マンション管理適正化法,いくつあるか;マンション管理適正化法,"マンション管理業者に関する次の記述のうち、マンション管理適正化法の定めによれば、誤っているものはいくつあるか。
ア マンション管理業者は、管理組合から委託を受けて管理する修繕積立金及び管理組合又はマンションの区分所有者等から受領した管理費用に充当する金銭又は有価証券については、自己の固有財産及び他の管理組合の財産と分別して管理する義務がある。
イ マンション管理業者は、管理者等が置かれていない管理組合で、管理者等が選任されるまでの比較的短い期間に限り保管する場合を除き、保管口座又は収納・保管口座に係る管理組合等の印鑑、預貯金の引出用のカードその他これらに類するものを管理してはならない。
ウ マンション管理業者は、毎月、管理事務の委託を受けた管理組合のその月における会計の収入及び支出の状況に関する書面を作成し、当月末日に、当該書面を当該管理組合の管理者等に交付する義務がある。
エ マンション管理業者が管理する保管口座とは、マンションの区分所有者等から徴収された修繕積立金又はマンションの区分所有者等から受領した管理費用に充当する金銭等を預入し、一時的に預貯金として管理するための口座で、管理組合等又は管理業者を名義人とするものをいう。",,,,,,一つ,二つ,三つ,四つ,2,FALSE,FALSE,,"正解は2（二つ）。アとウが誤り。

ア（正しい）　マンション管理業者は、修繕積立金及び管理費用に充当する金銭については、自己の固有財産及び他の管理組合の財産と分別して管理しなければならない（マンション管理適正化法第76条）。本肢の記述は正当である。

イ（正しい）　マンション管理業者は、管理者等が置かれていない管理組合で管理者等が選任されるまでの比較的短い期間を除き、保管口座等の印鑑等を管理してはならない（同法第76条の2第2項ただし書）。本肢の記述は正当である。

ウ（誤り）　マンション管理業者は毎月管理事務の収支状況に関する書面を作成し、「翌月末日」までに当該書面を管理者等に交付しなければならない（同法第77条第1項）。「当月末日に」とする本肢の記述は誤っている。

エ（誤り）　保管口座とは、修繕積立金等を預入し管理する口座であり、管理組合等を名義人とするものをいう（同法第2条第11号）。「管理業者を名義人とするものを含む」とする本肢の記述は誤っている。

これらを踏まえると、誤っているものはウとエの二つであり、正解は選択肢2となる。",,,,,
