slug,genre,title,content_status,portfolio_block,intent_type,seo_tier,seo_score,auto_decision,merge_target,primary_keyword_hint,rationale,in_keep_core,field_id,field_match,is_custom_slug,expert_pass,slug_cluster,manual_decision,notes
affiliate-qualification-support-service,受験・申込,マンション管理士試験の受験支援サービス比較【公式申込 vs 書類チェック vs 講座付帯】【2026年度版】,published,Jアフィ,buy,A,62,keep,,マンション管理士試験の受験支援サービス比較【公式申込 vs 書類チェック vs 講座付帯】【2026年度版】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-beginner-material-set,学習計画,マンション管理士試験の初学者向け教材セット3選【2026年度版·テキスト+問題集】,published,Jアフィ,buy,B,56,keep,,マンション管理士試験の初学者向け教材セット3選【2026年度版·テキスト+問題集】,アフィリエイト記事（ASPリンク済み・ポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-correspondence-course,独学対策,マンション管理士試験の通信講座比較【TAC vs LEC】独学との併用【2026年度版】,published,Jアフィ,buy,B,56,keep,,マンション管理士試験の通信講座比較【TAC vs LEC】独学との併用【2026年度版】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-cram-school,独学対策,マンション管理士試験の通学講座比較【TAC vs LEC】独学との併用【2026年度版】,published,Jアフィ,buy,B,56,keep,,マンション管理士試験の通学講座比較【TAC vs LEC】独学との併用【2026年度版】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-free-vs-paid-study,独学対策,マンション管理士試験の無料と有料教材の使い分け【独学2026】,published,Jアフィ,buy,B,56,keep,,マンション管理士試験の無料と有料教材の使い分け【独学2026】,アフィリエイト記事（ASPリンク済み・ポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-mock-exam-materials,過去問活用,マンション管理士の一問一答・速習3選【セレクト1000・管理業務主任者2026】,published,Jアフィ,buy,B,56,keep,,マンション管理士の一問一答・速習3選【セレクト1000・管理業務主任者2026】,アフィリエイト記事（ASPリンク済み・ポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-online-course-compare,独学対策,マンション管理士試験のオンライン講座比較【スタディング vs アガルート】独学との併用,published,Jアフィ,buy,B,56,keep,,マンション管理士試験のオンライン講座比較【スタディング vs アガルート】独学との併用,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-problem-books,独学対策,マンション管理士のおすすめ問題集3選【過去8年・分野別2026】,published,Jアフィ,buy,B,56,keep,,マンション管理士のおすすめ問題集3選【過去8年・分野別2026】,アフィリエイト記事（ASPリンク済み・ポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-retake-short-course,学習計画,マンション管理士試験の再受験向け短期講座比較【TACオプション vs スタディング】弱点2分野【2026年度版】,published,Jアフィ,buy,B,56,keep,,マンション管理士試験の再受験向け短期講座比較【TACオプション vs スタディング】弱点2分野【2026年度版】,アフィリエイト記事（ASP未設定だがポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-textbooks-recommend,独学対策,マンション管理士のおすすめテキスト3選【2026年度版・W受験対応】,published,Jアフィ,buy,B,56,keep,,マンション管理士のおすすめテキスト3選【2026年度版・W受験対応】,アフィリエイト記事（ASPリンク済み・ポートフォリオ維持）,no,,n/a,no,no,affiliate,,
